Dataset	Domain	Score	Sent1	Sent2
STS2013-gold	headlines	3.8	French Socialist Party wins parliament victory	French Socialists win absolute parliament majority
STS2013-gold	headlines	0.6	Salafi Islamists, police clash in Tunis - witnesses	Second Islamist hunger striker dies in a Tunisian prison
STS2013-gold	headlines	3.8	Strauss-Kahn investigated in French prostitution ring	Dominique Strauss-Kahn faces questions over French prostitution ring
STS2013-gold	headlines	1.8	Romney wins Florida Republican primary	Romney eyes US Republican primary endgame
STS2013-gold	headlines	2.6	US drone strike kills four in North Waziristan	Suspected drone strike kills 4 in Pakistan
STS2013-gold	headlines	2.6	At least 15 killed in Nigeria church attack	At least 12 killed in Nigeria church bombing
STS2013-gold	headlines	2.4	2 Traffic Accidents Leave 47 Dead in China	3 traffic accidents leave 56 dead in China
STS2013-gold	headlines	0	Head of CIA resigns over affair	Hall of Fame beckons for Capriati
STS2013-gold	headlines	4	France's Strauss-Kahn charged with involvement in prostitution vice ring	Strauss-Kahn charged in prostitution vice ring
STS2013-gold	headlines	3.6	Sony reports record annual loss	Sony forecasts record annual loss of $6.4bn
STS2013-gold	headlines	0.4	12 killed in Gaza in Israeli airstrikes	Ictu, Ibec in move on airline strike
STS2013-gold	headlines	1.4	9 killed in attacks after deadly Iraq day	19 Killed in Iraq Attacks ahead of Ramadan End
STS2013-gold	headlines	4.4	Barclays hit by fresh U.S. investigations	Barclays hit by fresh US probe
STS2013-gold	headlines	0.4	US closes embassy in Syria (AP)	Closed roads in Armenia
STS2013-gold	headlines	1.25	Jaguar to create 1,100 jobs in UK	Royal Mail to create 1,000 jobs
STS2013-gold	headlines	4.4	EU heaps new sanctions on Syria	EU imposes new sanctions on Syrian regime
STS2013-gold	headlines	2.2	US drone strike kills 8 militants	US drone strike kills four in NWA: officials
STS2013-gold	headlines	3.4	Russians rally against Putin's rule	Tens of thousands rally against Putin's rule (AP)
STS2013-gold	headlines	4	Bahrain Grand Prix Underway Amid Protests	Bahrain race goes ahead amid unrest
STS2013-gold	headlines	1.4	China stocks open flat Monday	Chinese stocks open mixed Wednesday
STS2013-gold	headlines	4.6	Sheryl Crow says has benign brain tumor	Sheryl Crow Has a Benign Brain Tumor
STS2013-gold	headlines	2.6	Obama endorses same-sex marriage	Obama's delicate dance on same-sex marriage
STS2013-gold	headlines	4.2	Iraq searches Syria bound Iran plane: officials	Iraq searches Syrian-bound Iranian plane
STS2013-gold	headlines	3.8	Afghan parliament approves U.S.-Afghan security pact	Afghan parliament approves U.S. partnership
STS2013-gold	headlines	0.6	Two German tourists, two pilots killed in Kenya air crash	Senator Reid involved in Las Vegas car crash: CNN
STS2013-gold	headlines	3.6	Israeli, Palestinian negotiators quietly meet	Israeli, Palestinian negotiators meet in Jordan
STS2013-gold	headlines	3.6	US astronaut Neil Armstrong dead at 82	US astronaut Neil Armstrong dies
STS2013-gold	headlines	4.2	Amnesty: Syria rebels also committing abuses	Amnesty investigator: Syria rebels also committing abuses
STS2013-gold	headlines	1.6	Mitt Romney wins Republican primary in Indiana	Romney wins Florida Republican primary
STS2013-gold	headlines	4	East German rights activist Gauck elected president	Joachim Gauck elected as German president
STS2013-gold	headlines	2.4	South Africa starts investigating mine violence	South Africa hosts 'peace talks' in mine standoff
STS2013-gold	headlines	2.6	Syria fighting rages as Russia urges Western re-think	Syria fighting rages in capital, Russia pressed
STS2013-gold	headlines	0.4	3 dead, 27 injured in SW China accident	35 dead and 165 missing in India boat accident
STS2013-gold	headlines	3.6	Erdogan's party submits plan for Turkish presidency	Erdogan's party aims for Turkish presidency
STS2013-gold	headlines	1	Santorum Romping To Minnesota Victory	Santorum wins Kansas caucuses
STS2013-gold	headlines	4.8	Jordan Opens First Tent Camp for Syrian Refugees	Jordan Opens First Refugee Camp for Syrians
STS2013-gold	headlines	4	Space legend Neil Armstrong dies	First man on moon Neil Armstrong dies at 82
STS2013-gold	headlines	4.8	U.S. and Turkey weigh no-fly zones for Syria	Turkey, US weigh no-fly zones for Syria
STS2013-gold	headlines	0.8	Man arrested over double murder	WA man arrested in police drug raid
STS2013-gold	headlines	2.8	Florida counties extend early voting	Fla. Democrats want extended early voting hours
STS2013-gold	headlines	3.8	Warship sets sail for Falklands	British Warship Sets Sail for Falklands
STS2013-gold	headlines	1	Newcastle 2-0 Liverpool: Match report, pictures & video highlights	QPR 1-2 West Ham: Match report, pictures & video highlights
STS2013-gold	headlines	2.8	Palestinian prisoners to end hunger strike	Progress reported in Palestinian prisoner hunger strike talks
STS2013-gold	headlines	1	Police: Four killed in German hostage taking incident	Palestinians: 12 killed in IDF strike in northern Strip
STS2013-gold	headlines	4.25	Egypt lets Mubarak PM back in presidential race	Egypt confirms Mubarak's PM back in presidency race
STS2013-gold	headlines	0.6	Syrian journalists killed in capital	US Marines killed in base attack
STS2013-gold	headlines	2.4	GOP candidate Romney to call to arm Syrian rebels	US helping get arms to Syria rebels
STS2013-gold	headlines	4.4	U.N. observer patrol arrives at Syria massacre site	UN observers reach Syria massacre village
STS2013-gold	headlines	0.4	Publisher acquitted in privacy case	PBS publishes new guidelines on impartiality
STS2013-gold	headlines	0	American Airlines and Pilots Agree on a New Contract	Romney pledges to 'stand with Israel' on Iran threat
STS2013-gold	headlines	2.8	Greek PM to announce new election	Greek PM calls for May 6 general election
STS2013-gold	headlines	1.6	Government of Canada Supports Montréal Women Leading Change	Government of Canada Supports Women's Safety in Regina
STS2013-gold	headlines	3.2	No problem if Mulayam forms Third Front: Congress	No problem if Mulayam forms third front: Digvijay
STS2013-gold	headlines	0	Bradley triumphs at Firestone as Furyk fades	Bahrain court upholds sentences against uprising leaders
STS2013-gold	headlines	0	Samsung overtakes Nokia in phones	Charges over dog attack on police
STS2013-gold	headlines	2.2	Plane crash in Ghana kills at least 10	Plane Crash in Ghana: How the international media reported it
STS2013-gold	headlines	5	Gu Kailai murder trial ends in China	Gu Kailai's Murder Trial Ends in China
STS2013-gold	headlines	4.8	Eurozone backs Greek bailout	Eurozone agrees Greece bail-out
STS2013-gold	headlines	1.8	Six US troops killed in Afghan bomb attack	6 NATO troops killed in Afghanistan
STS2013-gold	headlines	1.6	Syria forces launch Aleppo attack	Syrian forces kill 54 ahead of Annan peace mission
STS2013-gold	headlines	1	Romney, Obama fight for edge on Medicare	Obama, Romney compete for undecideds, stoke base
STS2013-gold	headlines	4.8	Two blasts hit Syria capital	Two blasts rock Syrian capital
STS2013-gold	headlines	3.6	BBC director general resigns over 'shoddy journalism'	BBC Director General Resigns amid Newsnight Scandal
STS2013-gold	headlines	4.8	Rick Santorum wins Kansas caucuses	Rick Santorum notches a victory in Kansas caucuses
STS2013-gold	headlines	3.2	In Islamist-led Egypt, Coptic Church names new pope	Egyptian Christians choose new pope
STS2013-gold	headlines	5	US pledge to rebuild Haiti not being met	US Pledge to Rebuild Haiti Not Being Met
STS2013-gold	headlines	1	Chinese stocks close higher Thursday	Chinese stocks open mixed Wednesday
STS2013-gold	headlines	3.6	Greece to vote on 2013 budget; protesters gather	Greece to vote on 2013 budget
STS2013-gold	headlines	4.4	Not 'hiding the ball' on Russia: Obama	Obama says he's not 'hiding the ball' on Russia
STS2013-gold	headlines	4	U.S., EU Cautiously Welcome Iran's Proposal To Restart Nuclear Talks	U.S., EU welcome Iran's offer to restart nuclear talks
STS2013-gold	headlines	2.6	Barack Obama's personal evolution on same-sex marriage	Obama backs same-sex marriage
STS2013-gold	headlines	2.8	Clinton warns Kenya of cost of election violence	Clinton warns Kenya on repeat of 2007 vote chaos
STS2013-gold	headlines	4.8	England captain Andrew Strauss retires from professional cricket	England captain Strauss retires from cricket
STS2013-gold	headlines	3.8	Anti-American Protests Over Film Expand to Nearly 20 Countries	Anti-American fury sweeps Middle East over film
STS2013-gold	headlines	1	Journalists hail London Olympics opening	Israeli delegation marches in 2012 Olympics opener
STS2013-gold	headlines	1.5	Aust stocks open lower	Tokyo stocks open lower
STS2013-gold	headlines	3.4	WikiLeaks begins publishing two million Syria emails	WikiLeaks Releasing Trove of Syria Documents
STS2013-gold	headlines	3	Palestinians: 2 Gaza militants killed in Israeli airstrike on coastal strip	Officials: Gaza man killed in Israeli airstrike (AP)
STS2013-gold	headlines	4.6	Mali's President Hands in Resignation	Mali's President Formally Resigns
STS2013-gold	headlines	3.6	China backs Sri Lanka on UN resolution	War crimes: China backs Lanka on UN resolution
STS2013-gold	headlines	1.4	Three killed in Nigeria suicide bombers attack	60 killed in Nigeria cattle market attack
STS2013-gold	headlines	1.6	FACTBOX-Security developments in Iraq, February 1	FACTBOX-Security developments in Pakistan, March 13
STS2013-gold	headlines	4.2	HRW: Jordan biased against Palestinians from Syria	Jordan biased over Palestinians from Syria
STS2013-gold	headlines	3.8	Israel among top arms exporters in world: report	Israel among top arms exporters and importers
STS2013-gold	headlines	0.8	Egyptians to vote for new president	Somali MPs to elect new president
STS2013-gold	headlines	5	Federer Wins 7th Wimbledon Title	Federer captures 7th Wimbledon title
STS2013-gold	headlines	3.6	Qaida leader calls for kidnap of Westerners in Egypt	Al-Qaida Leader Urges Kidnapping of Westerners
STS2013-gold	headlines	2.6	China stocks close mixed Friday	Chinese stocks close higher midday Friday
STS2013-gold	headlines	3.8	Ton up: Tendulkar reaches 100th international hundred	Sachin Tendulkar's reaches 100 centuries - in pictures
STS2013-gold	headlines	1.6	Police disperse protest in east Sudan - witnesses	Police disperse east China chemical plant protesters
STS2013-gold	headlines	1.6	43 killed in bus crash	15 killed in crash in India
STS2013-gold	headlines	4	Putin sworn in as Russian president	Putin sworn in as Russia's president for 6 years
STS2013-gold	headlines	0	China trade returns to surplus in March	Tense calm returns to south Tel Aviv
STS2013-gold	headlines	2.2	Highlights of the Vice Presidential debate	Five things to watch in the presidential debate
STS2013-gold	headlines	2.2	2 pro-Palestinian activists arrested at B-G Airport	Dozens of 'flytilla' activists protest at Paris airport
STS2013-gold	headlines	1.4	Full Episode: Nightline 6/29: Katie Holmes, Tom Cruise to Divorce	Custody, images at stake in Cruise-Holmes divorce
STS2013-gold	headlines	3	Syrian regime denies role in Houla massacre	Syria blames rebels for Houla massacre of over 100
STS2013-gold	headlines	4.4	South Sudan accuses Sudan of bombings ahead of talks	S. Sudan accuses Sudan of bombing in blow to talks
STS2013-gold	headlines	0.2	Conspiracy against me - Lance	Day begins amid panic
STS2013-gold	headlines	1	Spanish jobless rate soars past 25 per cent	US jobless rate seen rising, offering Obama no relief
STS2013-gold	headlines	0	Nine killed in gun attack in Pakistan	Five million citizens get unofficial salary in Ukraine
STS2013-gold	headlines	3.2	Syria demands guarantees, rebels say peace plan doomed	Syria demands written guarantee for troop pullback
STS2013-gold	headlines	3.8	Minn. terminal reopens after evacuation	Minn. Terminal Reopens After Bag Causes Evacuation
STS2013-gold	headlines	4	Golf: Westwood takes lead in Dubai Desert Classic	Westwood in front a Dubai Desert Classic
STS2013-gold	headlines	2.8	Sudan Blocks YouTube Over Anti-Islam Film	Pakistan's PM orders YouTube halt over anti-Islam film
STS2013-gold	headlines	1.4	Polls open in Russian presidential election	Polls close in Senegal's presidential election
STS2013-gold	headlines	4.4	Chavez leaves again for Cuba for radiotherapy	Chavez set for more radiotherapy in Cuba
STS2013-gold	headlines	0.6	Romanian president declared victory	Chinese president concludes state visit to Denmark
STS2013-gold	headlines	3.6	Russians rally support for Orthodox church over Pussy Riot controversy	Russian Orthodox Church rallies faithful after criticism
STS2013-gold	headlines	1.4	Clinton lands in India to breathe life into ties	Clinton Warns Against Undermining Grameen Bank
STS2013-gold	headlines	4.2	Mali interim leader takes office	Mali's Interim President Sworn Into Office
STS2013-gold	headlines	3.8	Putin Declares Victory In Russian Presidential Vote	Putin 'wins' Russia's presidential election
STS2013-gold	headlines	1.6	AL renews condemnation on Syria's violence	U.S. closes embassy in Damascus due to Syria violence
